"year","approval_date","brand_name","active_ingredient","application_number","application_type","analysis_category","chart_category","nme_type1_confirmed","sponsor_name","route","dosage_form","review_designation","accelerated_approval","breakthrough_therapy","fast_track","orphan_drug","abbreviated_indication","approved_use","indication","indication_source","pharm_class_moa","pharm_class_epc","match_score","match_reason","validation_status","fda_source_url","comments","sponsor_name_source","route_source"
"2025","2025-07-02","Lynozyfic","linvoseltamab-gcpt","BLA761400","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Regeneron Pharmaceuticals","Intravenous","Injectable","Priority","Yes","No","Yes","Yes","","LYNOZYFIC is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody. This indication is approved under accelerated approval based on response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).","LYNOZYFIC is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least four prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 monoclonal antibody. This indication is approved under accelerated approval based on response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Regeneron Pharmaceuticals, Inc.","Intraveneous"
"2025","2025-07-02","Zegfrovy","sunvozertinib","NDA219839","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Dizal (Jiangsu) Pharmaceutical","Oral","Tablet","Priority","Yes","Yes","No","No","","ZEGFROVY is indicated for the treatment of adult patients with locally advanced or metastatic nonsmall cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).","ZEGFROVY is indicated for the treatment of adult patients with locally advanced or metastatic nonsmall cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Dizal (Jiangsu) Pharmaceutical Co., Ltd.","Oral"
"2025","2025-07-03","Ekterly","sebetralstat","NDA219301","NDA novel drug","NDA novel drug","NME/NDA","TRUE","KalVista Pharmaceuticals","Oral","Tablet","Standard","No","No","Yes","Yes","","EKTERLY is indicated for the treatment of acute attacks of hereditary angioedema (HAE) in adult and pediatric patients aged 12 years and older.","EKTERLY is indicated for the treatment of acute attacks of hereditary angioedema (HAE) in adult and pediatric patients aged 12 years and older.","FDA compilation: Approved Use(s)","Kallikrein Inhibitors [MoA]","Plasma Kallikrein Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","KalVista Pharmaceuticals Limited","Oral"
"2025","2025-07-23","Anzupgo","delgocitinib","NDA219155","NDA novel drug","NDA novel drug","NME/NDA","TRUE","LEO Pharma","Topical","Cream","Standard","No","No","Yes","No","","ANZUPGO is indicated for the topical treatment of moderate to severe chronic hand eczema (CHE) in adults who have had an inadequate response to, or for whom topical corticosteroids are not advisable. Limitations of Use: Use of ANZUPGO in combination with other JAK inhibitors or potent immunosuppressants is not recommended.","ANZUPGO is indicated for the topical treatment of moderate to severe chronic hand eczema (CHE) in adults who have had an inadequate response to, or for whom topical corticosteroids are not advisable. Limitations of Use: Use of ANZUPGO in combination with other JAK inhibitors or potent immunosuppressants is not recommended.","FDA compilation: Approved Use(s)","Janus Kinase Inhibitors [MoA]","Janus Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","LEO Pharma A/S","Topical"
"2025","2025-07-28","Sephience","sepiapterin","NDA219666","NDA novel drug","NDA novel drug","NME/NDA","TRUE","PTC Therapeutics","Oral","Powder","Standard","No","No","No","Yes","","SEPHIENCE is indicated for the treatment of hyperphenylalaninemia (HPA) in adult and pediatric patients 1 month of age and older with sepiapterin-responsive phenylketonuria (PKU). SEPHIENCE is to be used in conjunction with a phenylalanine (Phe)-restricted diet.","SEPHIENCE is indicated for the treatment of hyperphenylalaninemia (HPA) in adult and pediatric patients 1 month of age and older with sepiapterin-responsive phenylketonuria (PKU). SEPHIENCE is to be used in conjunction with a phenylalanine (Phe)-restricted diet.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","PTC Therapeutics, Inc.","Oral"
"2025","2025-07-31","Vizz","aceclidine","NDA218585","NDA novel drug","NDA novel drug","NME/NDA","TRUE","LENZ Therapeutics","Ophthalmic","Solution/Drops","Standard","No","No","No","No","","VIZZ is indicated for the treatment of presbyopia in adults.","VIZZ is indicated for the treatment of presbyopia in adults.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","LENZ Therapeutics, Inc.","Ophthalmic"
"2025","2025-08-06","Modeyso","dordaviprone","NDA219876","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Chimerix","Oral","Capsule","Priority","Yes","No","No","Yes","","MODEYSO is indicated for the treatment of adult and pediatric patients 1 year of age and older with diffuse midline glioma harboring an H3 K27M mutation with progressive disease following prior therapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","MODEYSO is indicated for the treatment of adult and pediatric patients 1 year of age and older with diffuse midline glioma harboring an H3 K27M mutation with progressive disease following prior therapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","FDA compilation: Approved Use(s)","Protease Activators [MoA]","Protease Activator [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Chimerix, Inc.","Oral"
"2025","2025-08-08","Hernexeos","zongertinib","NDA219042","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Boehringer Ingelheim Pharmaceuticals","Oral","Tablet","Priority","Yes","Yes","Yes","No","","HERNEXEOS is indicated for the treatment of adult patients with unresectable or metastatic non-squamous non-small cell lung cancer (NSCLC) whose tumors have HER2 (ERBB2) tyrosine kinase domain activating mutations, as detected by an FDA-approved test, and who have received prior systemic therapy. This indication is approved under accelerated approval based on objective response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","HERNEXEOS is indicated for the treatment of adult patients with unresectable or metastatic non-squamous non-small cell lung cancer (NSCLC) whose tumors have HER2 (ERBB2) tyrosine kinase domain activating mutations, as detected by an FDA-approved test, and who have received prior systemic therapy. This indication is approved under accelerated approval based on objective response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","FDA compilation: Approved Use(s)","Breast Cancer Resistance Protein Inhibitors [MoA]; HER2/Neu/cerbB2 Antagonists [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Boehringer Ingelheim Pharmaceuticals, Inc.","Oral"
"2025","2025-08-12","Brinsupri","brensocatib","NDA217673","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Insmed","Oral","Tablet","Priority","No","No","No","No","","BRINSUPRI is indicated for the treatment of non-cystic fibrosis bronchiectasis (NCFB) in adult and pediatric patients 12 years of age and older.","BRINSUPRI is indicated for the treatment of non-cystic fibrosis bronchiectasis (NCFB) in adult and pediatric patients 12 years of age and older.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Insmed, Inc.","Oral"
"2025","2025-08-21","Dawnzera","donidalorsen","NDA219407","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Ionis Pharmaceuticals","Subcutaneous","Solution","Standard","No","No","No","Yes","","DAWNZERA is indicated for prophylaxis to prevent attacks of hereditary angioedema (HAE) in adult and pediatric patients 12 years of age and older.","DAWNZERA is indicated for prophylaxis to prevent attacks of hereditary angioedema (HAE) in adult and pediatric patients 12 years of age and older.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Ionis Pharmaceuticals, Inc.","Subcutaneous"
"2025","2025-08-29","Wayrilz","rilzabrutinib","NDA219685","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Genzyme","Oral","Tablet","Standard","No","No","Yes","Yes","","WAYRILZ is indicated for the treatment of adult patients with persistent or chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.","WAYRILZ is indicated for the treatment of adult patients with persistent or chronic immune thrombocytopenia (ITP) who have had an insufficient response to a previous treatment.","FDA compilation: Approved Use(s)","Bile Salt Export Pump Inhibitors [MoA]; Breast Cancer Resistance Protein Inhibitors [MoA]; Bruton's Tyrosine Kinase Inhibitors [MoA]; Cytochrome P450 3A Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA]; Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA]; P-Glycoprotein Inhibitors [MoA]","Kinase Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Genzyme Corporation","Oral"
"2025","2025-09-19","Forzinity","elamipretide","NDA215244","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Stealth BioTherapeutics","Subcutaneous","Solution","Priority","Yes","No","Yes","Yes","","FORZINITY is indicated to improve muscle strength in adult and pediatric patients with Barth syndrome weighing at least 30 kg. This indication is approved under accelerated approval based on an improvement in knee extensor muscle strength, an intermediate clinical endpoint. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","FORZINITY is indicated to improve muscle strength in adult and pediatric patients with Barth syndrome weighing at least 30 kg. This indication is approved under accelerated approval based on an improvement in knee extensor muscle strength, an intermediate clinical endpoint. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Stealth BioTherapeutics, Inc.","Subcutaneous"
"2025","2025-09-19","Keytruda Qlex","pembrolizumab and berahyaluronidase alfa-pmph","BLA761467","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Merck","Subcutaneous","Injectable","Priority (used priority review voucher)","Yes (indication [GG] only)","No","No","No","","[A] KEYTRUDA QLEX is indicated for the treatment of adult patients with unresectable or metastatic melanoma. [B] KEYTRUDA QLEX is indicated for the adjuvant treatment of adult and pediatric patients 12 years and older with Stage IIB, IIC, or III melanoma following complete resection. [C] KEYTRUDA QLEX, in combination with pemetrexed and platinum chemotherapy, is indicated for the first-line treatment of adult patients with metastatic nonsquamous non-small cell lung cancer (NSCLC), with no EGFR or ALK genomic tumor aberrations. [D] KEYTRUDA QLEX, in combination with carboplatin and either paclitaxel or paclitaxel protein-bound, is indicated for the first-line treatment of adult patients with metastatic squamous NSCLC. [E] KEYTRUDA QLEX, as a single agent, is indicated for the first-line treatment of adult patients with NSCLC expressing PD-L1 [Tumor Proportion Score (TPS) >=1%] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations, and is: - Stage III where patients are not candidates for surgical resection or definitive chemoradiation, or - metastatic. [F] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with metastatic NSCLC whose tumors express PD-L1 (TPS >=1%) as determined by an FDA-approved test, with disease progression on or after platinum-containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to receiving KEYTRUDA QLEX. [G] KEYTRUDA QLEX is indicated for the treatment of adult patients with resectable (tumors >=4 cm or node positive) NSCLC in combination with platinum-containing chemotherapy as neoadjuvant treatment, and then continued as a single agent as adjuvant treatment after surgery. [H] KEYTRUDA QLEX, as a single agent, is indicated as adjuvant treatment following resection and platinum-based chemotherapy for adult patients with Stage IB (T2a >=4 cm), II, or IIIA NSCLC. [I] KEYTRUDA QLEX, in combination with pemetrexed and platinum chemotherapy, is indicated for the first-line treatment of adult patients with unresectable advanced or metastatic malignant pleural mesothelioma (MPM). [J] KEYTRUDA QLEX, in combination with platinum and fluorouracil (FU), is indicated for the first-line treatment of adult patients with metastatic or with unresectable, recurrent head and neck squamous cell carcinoma (HNSCC). [K] KEYTRUDA QLEX, as a single agent, is indicated for the first-line treatment of adult patients with metastatic or with unresectable, recurrent HNSCC whose tumors express PD-L1 [Combined Positive Score (CPS) >=1] as determined by an FDA-approved test. [L] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with recurrent or metastatic HNSCC with disease progression on or after platinum-containing chemotherapy. [M] KEYTRUDA QLEX, in combination with enfortumab vedotin, is indicated for the treatment of adult patients with locally advanced or metastatic urothelial cancer. [N] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma: - who are not eligible for any platinum-containing chemotherapy, or - who have disease progression during or following platinum-containing chemotherapy or within 12 months of neoadjuvant or adjuvant treatment with platinum-containing chemotherapy. [O] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with Bacillus Calmette-Guerin (BCG)-unresponsive, high-risk, non-muscle invasive bladder cancer (NMIBC) with carcinoma in situ (CIS) with or without papillary tumors who are ineligible for or have elected not to undergo cystectomy. [P] KEYTRUDA QLEX is indicated for the treatment of adult and pediatric patients 12 years and older with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) solid tumors, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. [Q] KEYTRUDA QLEX is indicated for the treatment of adult patients with unresectable or metastatic MSI-H or dMMR colorectal cancer (CRC) as determined by an FDA-approved test. [R] KEYTRUDA QLEX, in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, is indicated for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors express PD-L1 (CPS =1) as determined by an FDA-approved test. [S] KEYTRUDA QLEX, in combination with fluoropyrimidine- and platinum-containing chemotherapy, is indicated for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-negative gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors express PD-L1 (CPS = 1) as determined by an FDA approved test. [T] KEYTRUDA QLEX is indicated for the treatment of adult patients with locally advanced or metastatic esophageal or gastroesophageal junction (GEJ) (tumors with epicenter 1 to 5 centimeters above the GEJ) carcinoma that is not amenable to surgical resection or definitive chemoradiation either: • in combination with platinum- and fluoropyrimidine-based chemotherapy for patients with tumors that express PD-L1 (CPS = 1), or • as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express PD-L1 (CPS =10) as determined by an FDA-approved test. [U] KEYTRUDA QLEX, in combination with chemoradiotherapy (CRT), is indicated for the treatment of adult patients with locally advanced cervical cancer involving the lower third of the vagina, with or without extension to pelvic sidewall, or hydronephrosis/non-functioning kidney, or spread to adjacent pelvic organs (FIGO 2014 Stage III-IVA). [V] KEYTRUDA QLEX, in combination with chemotherapy, with or without bevacizumab, is indicated for the treatment of adult patients with persistent, recurrent, or metastatic cervical cancer whose tumors express PD-L1 (CPS =1) as determined by an FDA-approved test. [W] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS =1) as determined by an FDA-approved test. [Y] KEYTRUDA QLEX is indicated for the treatment of adult patients with hepatocellular carcinoma (HCC) secondary to hepatitis B who have received prior systemic therapy other than a PD-1/PD-L1-containing regimen. [X] KEYTRUDA QLEX, in combination with gemcitabine and cisplatin, is indicated for the treatment of adult patients with locally advanced unresectable or metastatic biliary tract cancer (BTC). [Z] KEYTRUDA QLEX is indicated for the treatment of adult and pediatric patients 12 years and older with recurrent locally advanced or metastatic Merkel cell carcinoma (MCC). [AA] KEYTRUDA QLEX, in combination with axitinib, is indicated for the first-line treatment of adult patients with advanced renal cell carcinoma (RCC). [BB] KEYTRUDA QLEX, in combination with lenvatinib, is indicated for the first-line treatment of adult patients with advanced RCC. [CC] KEYTRUDA QLEX is indicated for the adjuvant treatment of adult patients with RCC at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions. [DD] KEYTRUDA QLEX, in combination with carboplatin and paclitaxel, followed by KEYTRUDA QLEX as a single agent, is indicated for the treatment of adult patients with primary advanced or recurrent endometrial carcinoma. [EE] KEYTRUDA QLEX, in combination with lenvatinib, is indicated for the treatment of adult patients with advanced endometrial carcinoma that is mismatch repair proficient (pMMR) or not MSI-H as determined by an FDA-approved test, who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation. [FF] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with advanced endometrial carcinoma that is MSI-H or dMMR, as determined by an FDA-approved test, who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation. [GG] KEYTRUDA QLEX is indicated for the treatment of adult and pediatric patients 12 years and older with unresectable or metastatic tumor mutational burden-high (TMB-H) [=10 mutations/megabase (mut/Mb)] solid tumors, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials. Limitations of Use: The safety and effectiveness of KEYTRUDA QLEX in pediatric patients 12 years and older with TMB-H central nervous system cancers have not been established. [HH] KEYTRUDA QLEX is indicated for the treatment of adult patients with recurrent or metastatic cutaneous squamous cell carcinoma (cSCC) or locally advanced cSCC that is not curable by surgery or radiation. [II] KEYTRUDA QLEX is indicated for the treatment of adult patients with high-risk early-stage triple-negative breast cancer (TNBC) in combination with chemotherapy as neoadjuvant treatment, and then continued as a single agent as adjuvant treatment after surgery. [JJ] KEYTRUDA QLEX, in combination with chemotherapy, is indicated for the treatment of adult patients with locally recurrent unresectable or metastatic TNBC whose tumors express PD-L1 (CPS =10) as determined by an FDA-approved test","[A] KEYTRUDA QLEX is indicated for the treatment of adult patients with unresectable or metastatic melanoma. [B] KEYTRUDA QLEX is indicated for the adjuvant treatment of adult and pediatric patients 12 years and older with Stage IIB, IIC, or III melanoma following complete resection. [C] KEYTRUDA QLEX, in combination with pemetrexed and platinum chemotherapy, is indicated for the first-line treatment of adult patients with metastatic nonsquamous non-small cell lung cancer (NSCLC), with no EGFR or ALK genomic tumor aberrations. [D] KEYTRUDA QLEX, in combination with carboplatin and either paclitaxel or paclitaxel protein-bound, is indicated for the first-line treatment of adult patients with metastatic squamous NSCLC. [E] KEYTRUDA QLEX, as a single agent, is indicated for the first-line treatment of adult patients with NSCLC expressing PD-L1 [Tumor Proportion Score (TPS) >=1%] as determined by an FDA-approved test, with no EGFR or ALK genomic tumor aberrations, and is: - Stage III where patients are not candidates for surgical resection or definitive chemoradiation, or - metastatic. [F] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with metastatic NSCLC whose tumors express PD-L1 (TPS >=1%) as determined by an FDA-approved test, with disease progression on or after platinum-containing chemotherapy. Patients with EGFR or ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to receiving KEYTRUDA QLEX. [G] KEYTRUDA QLEX is indicated for the treatment of adult patients with resectable (tumors >=4 cm or node positive) NSCLC in combination with platinum-containing chemotherapy as neoadjuvant treatment, and then continued as a single agent as adjuvant treatment after surgery. [H] KEYTRUDA QLEX, as a single agent, is indicated as adjuvant treatment following resection and platinum-based chemotherapy for adult patients with Stage IB (T2a >=4 cm), II, or IIIA NSCLC. [I] KEYTRUDA QLEX, in combination with pemetrexed and platinum chemotherapy, is indicated for the first-line treatment of adult patients with unresectable advanced or metastatic malignant pleural mesothelioma (MPM). [J] KEYTRUDA QLEX, in combination with platinum and fluorouracil (FU), is indicated for the first-line treatment of adult patients with metastatic or with unresectable, recurrent head and neck squamous cell carcinoma (HNSCC). [K] KEYTRUDA QLEX, as a single agent, is indicated for the first-line treatment of adult patients with metastatic or with unresectable, recurrent HNSCC whose tumors express PD-L1 [Combined Positive Score (CPS) >=1] as determined by an FDA-approved test. [L] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with recurrent or metastatic HNSCC with disease progression on or after platinum-containing chemotherapy. [M] KEYTRUDA QLEX, in combination with enfortumab vedotin, is indicated for the treatment of adult patients with locally advanced or metastatic urothelial cancer. [N] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma: - who are not eligible for any platinum-containing chemotherapy, or - who have disease progression during or following platinum-containing chemotherapy or within 12 months of neoadjuvant or adjuvant treatment with platinum-containing chemotherapy. [O] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with Bacillus Calmette-Guerin (BCG)-unresponsive, high-risk, non-muscle invasive bladder cancer (NMIBC) with carcinoma in situ (CIS) with or without papillary tumors who are ineligible for or have elected not to undergo cystectomy. [P] KEYTRUDA QLEX is indicated for the treatment of adult and pediatric patients 12 years and older with unresectable or metastatic microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) solid tumors, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. [Q] KEYTRUDA QLEX is indicated for the treatment of adult patients with unresectable or metastatic MSI-H or dMMR colorectal cancer (CRC) as determined by an FDA-approved test. [R] KEYTRUDA QLEX, in combination with trastuzumab, fluoropyrimidine- and platinum-containing chemotherapy, is indicated for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors express PD-L1 (CPS =1) as determined by an FDA-approved test. [S] KEYTRUDA QLEX, in combination with fluoropyrimidine- and platinum-containing chemotherapy, is indicated for the first-line treatment of adults with locally advanced unresectable or metastatic HER2-negative gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors express PD-L1 (CPS = 1) as determined by an FDA approved test. [T] KEYTRUDA QLEX is indicated for the treatment of adult patients with locally advanced or metastatic esophageal or gastroesophageal junction (GEJ) (tumors with epicenter 1 to 5 centimeters above the GEJ) carcinoma that is not amenable to surgical resection or definitive chemoradiation either: • in combination with platinum- and fluoropyrimidine-based chemotherapy for patients with tumors that express PD-L1 (CPS = 1), or • as a single agent after one or more prior lines of systemic therapy for patients with tumors of squamous cell histology that express PD-L1 (CPS =10) as determined by an FDA-approved test. [U] KEYTRUDA QLEX, in combination with chemoradiotherapy (CRT), is indicated for the treatment of adult patients with locally advanced cervical cancer involving the lower third of the vagina, with or without extension to pelvic sidewall, or hydronephrosis/non-functioning kidney, or spread to adjacent pelvic organs (FIGO 2014 Stage III-IVA). [V] KEYTRUDA QLEX, in combination with chemotherapy, with or without bevacizumab, is indicated for the treatment of adult patients with persistent, recurrent, or metastatic cervical cancer whose tumors express PD-L1 (CPS =1) as determined by an FDA-approved test. [W] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with recurrent or metastatic cervical cancer with disease progression on or after chemotherapy whose tumors express PD-L1 (CPS =1) as determined by an FDA-approved test. [Y] KEYTRUDA QLEX is indicated for the treatment of adult patients with hepatocellular carcinoma (HCC) secondary to hepatitis B who have received prior systemic therapy other than a PD-1/PD-L1-containing regimen. [X] KEYTRUDA QLEX, in combination with gemcitabine and cisplatin, is indicated for the treatment of adult patients with locally advanced unresectable or metastatic biliary tract cancer (BTC). [Z] KEYTRUDA QLEX is indicated for the treatment of adult and pediatric patients 12 years and older with recurrent locally advanced or metastatic Merkel cell carcinoma (MCC). [AA] KEYTRUDA QLEX, in combination with axitinib, is indicated for the first-line treatment of adult patients with advanced renal cell carcinoma (RCC). [BB] KEYTRUDA QLEX, in combination with lenvatinib, is indicated for the first-line treatment of adult patients with advanced RCC. [CC] KEYTRUDA QLEX is indicated for the adjuvant treatment of adult patients with RCC at intermediate-high or high risk of recurrence following nephrectomy, or following nephrectomy and resection of metastatic lesions. [DD] KEYTRUDA QLEX, in combination with carboplatin and paclitaxel, followed by KEYTRUDA QLEX as a single agent, is indicated for the treatment of adult patients with primary advanced or recurrent endometrial carcinoma. [EE] KEYTRUDA QLEX, in combination with lenvatinib, is indicated for the treatment of adult patients with advanced endometrial carcinoma that is mismatch repair proficient (pMMR) or not MSI-H as determined by an FDA-approved test, who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation. [FF] KEYTRUDA QLEX, as a single agent, is indicated for the treatment of adult patients with advanced endometrial carcinoma that is MSI-H or dMMR, as determined by an FDA-approved test, who have disease progression following prior systemic therapy in any setting and are not candidates for curative surgery or radiation. [GG] KEYTRUDA QLEX is indicated for the treatment of adult and pediatric patients 12 years and older with unresectable or metastatic tumor mutational burden-high (TMB-H) [=10 mutations/megabase (mut/Mb)] solid tumors, as determined by an FDA-approved test, that have progressed following prior treatment and who have no satisfactory alternative treatment options. This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials. Limitations of Use: The safety and effectiveness of KEYTRUDA QLEX in pediatric patients 12 years and older with TMB-H central nervous system cancers have not been established. [HH] KEYTRUDA QLEX is indicated for the treatment of adult patients with recurrent or metastatic cutaneous squamous cell carcinoma (cSCC) or locally advanced cSCC that is not curable by surgery or radiation. [II] KEYTRUDA QLEX is indicated for the treatment of adult patients with high-risk early-stage triple-negative breast cancer (TNBC) in combination with chemotherapy as neoadjuvant treatment, and then continued as a single agent as adjuvant treatment after surgery. [JJ] KEYTRUDA QLEX, in combination with chemotherapy, is indicated for the treatment of adult patients with locally recurrent unresectable or metastatic TNBC whose tumors express PD-L1 (CPS =10) as determined by an FDA-approved test","FDA compilation: Approved Use(s)","Programmed Death Receptor-1-directed Antibody Interactions [MoA]","Endoglycosidase [EPC]; Programmed Death Receptor-1 Blocking Antibody [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Merck Sharp and Dohme, LLC.","Subcutaneous"
